year,movie_name,world_box_office,domestic_box_office,domestic_percentage,foreign_box_office,foreign_percentage
2012,Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945",0.3%,"$60,313,399",99.7%
2012,Quartet,"$59,520,298","$18,390,117",30.9%,"$41,130,181",69.1%
2012,Rock of Ages,"$59,418,613","$38,518,613",64.8%,"$20,900,000",35.2%
2012,That's My Boy,"$57,719,093","$36,931,089",64%,"$20,788,004",36%
2012,The Odd Life of Timothy Green,"$56,012,642","$51,854,875",92.6%,"$4,157,767",7.4%
2012,Lawless,"$55,404,159","$37,400,127",67.5%,"$18,004,032",32.5%
2012,End of Watch,"$55,078,146","$41,003,371",74.4%,"$14,074,775",25.6%
2012,Wolf Children,"$54,984,346",-,-,"$54,984,346",100%
2012,The Three Stooges,"$54,819,301","$44,338,224",80.9%,"$10,481,077",19.1%
2012,The Five-Year Engagement,"$54,169,363","$28,835,528",53.2%,"$25,333,835",46.8%
2012,Red Dawn,"$50,950,296","$44,806,783",87.9%,"$6,143,513",12.1%
2012,Red Tails,"$50,365,498","$49,876,377",99%,"$489,121",1%
2012,"Monsters, Inc. 2012 3D Release","$50,207,820","$34,043,006",67.8%,"$16,164,814",32.2%
2012,HOUBA! On the Trail of the Marsupilami,"$50,146,474",-,-,"$50,146,474",100%
2012,Tad: The Lost Explorer,"$49,490,859",-,-,"$49,490,859",100%
2012,A Turtle's Tale 2: Sammy's Escape from Paradise,"$49,261,830",-,-,"$49,261,830",100%
2012,Trouble with the Curve,"$48,963,137","$35,763,137",73%,"$13,200,000",27%
2012,Man on a Ledge,"$47,636,031","$18,620,000",39.1%,"$29,016,031",60.9%
2012,A Werewolf Boy,"$46,282,588","$342,922",0.7%,"$45,939,666",99.3%
2012,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"$46,180,706",-,-,"$46,180,706",100%
2012,Gekijouban Tenpesuto 3D 2012 Re-release,"$46,008,255",-,-,"$46,008,255",100%
2012,Detective Conan: The Eleventh Striker,"$44,369,456",-,-,"$44,369,456",100%
2012,House at the End of the Street,"$44,287,131","$31,611,916",71.4%,"$12,675,215",28.6%
2012,The Guilt Trip,"$41,863,726","$37,134,215",88.7%,"$4,729,511",11.3%
2012,Safe,"$41,564,670","$17,142,080",41.2%,"$24,422,590",58.8%
2012,Dredd,"$41,037,742","$13,414,714",32.7%,"$27,623,028",67.3%
2012,La vérité si je mens! 3,"$40,928,635",-,-,"$40,928,635",100%
2012,Always: Sunset on Third Street '64,"$40,923,305",-,-,"$40,923,305",100%
2012,Chernobyl Diaries,"$38,390,020","$18,119,640",47.2%,"$20,270,380",52.8%
2012,Killing Them Softly,"$37,930,465","$15,026,056",39.6%,"$22,904,409",60.4%
2012,Rurouni Kenshin Part I: Origins,"$37,654,579",-,-,"$37,654,579",100%
2012,The Tower,"$36,512,327",-,-,"$36,512,327",100%
2012,Conquest 1453,"$35,797,045","$35,730",<0.1%,"$35,761,315",99.9%
2012,Good Deeds,"$35,579,177","$35,025,791",98.4%,"$553,386",1.6%
2012,Arbitrage,"$35,485,056","$7,919,574",22.3%,"$27,565,482",77.7%
2012,Welcome to the North,"$34,995,189",-,-,"$34,995,189",100%
2012,Chimpanzee,"$34,823,764","$28,972,764",83.2%,"$5,851,000",16.8%
2012,Alex Cross,"$34,618,867","$25,888,412",74.8%,"$8,730,455",25.2%
2012,Salmon Fishing in the Yemen,"$34,564,651","$9,047,981",26.2%,"$25,516,670",73.8%
2012,Haywire,"$34,513,760","$18,942,396",54.9%,"$15,571,364",45.1%
2012,Adventures in Zambezia,"$34,428,345",-,-,"$34,428,345",100%
2012,Cirque du Soleil: Worlds Away,"$34,153,101","$12,512,862",36.6%,"$21,640,239",63.4%
2012,Three Heroes on Distant Shores,"$33,674,759",-,-,"$33,674,759",100%
2012,2016: Obama's America,"$33,449,086","$33,449,086",100%,-,-
2012,The Perks of Being a Wallflower,"$33,384,127","$17,742,948",53.1%,"$15,641,179",46.9%
2012,Lockout,"$32,948,113","$14,326,864",43.5%,"$18,621,249",56.5%
2012,Bait,"$32,813,407",-,-,"$32,813,407",100%
2012,Part of Me,"$32,726,956","$25,326,071",77.4%,"$7,400,885",22.6%
2012,Nameless Gangster: Rules of the Time,"$32,472,645",-,-,"$32,472,645",100%
2012,Movie 43,"$32,438,988","$8,840,453",27.3%,"$23,598,535",72.7%
2012,Seven Psychopaths,"$32,226,382","$15,024,049",46.6%,"$17,202,333",53.4%
2012,The Floating Castle,"$31,967,471",-,-,"$31,967,471",100%
2012,The Neighbors,"$31,949,315",-,-,"$31,949,315",100%
2012,The Dream Team,"$31,822,402",-,-,"$31,822,402",100%
2012,What's in a Name?,"$31,303,580","$8,111",<0.1%,"$31,295,469",100%
2012,Joyful Noise,"$31,158,113","$30,932,113",99.3%,"$226,000",0.7%
2012,Premium Rush,"$31,083,599","$20,275,446",65.2%,"$10,808,153",34.8%
2012,Playing for Keeps,"$30,962,335","$13,103,272",42.3%,"$17,859,063",57.7%
2012,The Four,"$30,505,808",-,-,"$30,505,808",100%
2012,The Grand Heist,"$30,158,762",-,-,"$30,158,762",100%
2012,The Raven,"$29,699,345","$16,008,272",53.9%,"$13,691,073",46.1%
2012,Amour,"$29,652,180","$6,739,492",22.7%,"$22,912,688",77.3%
2012,All About My Wife,"$29,382,038",-,-,"$29,382,038",100%
2012,Rowdy Rathore,"$29,342,463","$777,373",2.6%,"$28,565,090",97.4%
2012,SPEC: Heaven,"$29,023,960",-,-,"$29,023,960",100%
2012,We Were There: True Love,"$28,876,929",-,-,"$28,876,929",100%
2012,Bol Bachchan,"$28,775,262","$1,216,258",4.2%,"$27,559,004",95.8%
2012,Deranged,"$28,444,173",-,-,"$28,444,173",100%
2012,The Master,"$28,258,060","$16,377,274",58%,"$11,880,786",42%
2012,Hitchcock,"$27,039,669","$6,008,677",22.2%,"$21,030,992",77.8%
2012,Dearest,"$26,723,916",-,-,"$26,723,916",100%
2012,Architecture 101,"$26,642,354",-,-,"$26,642,354",100%
2012,Dancing Queen,"$26,411,266",-,-,"$26,411,266",100%
2012,Lesson of the Evil,"$26,167,224",-,-,"$26,167,224",100%
2012,Agneepath,"$26,001,696","$1,986,748",7.6%,"$24,014,948",92.4%
2012,Rust and Bone,"$25,807,712","$2,062,027",8%,"$23,745,685",92%
2012,Head Over Heels 2,"$25,402,893",-,-,"$25,402,893",100%
2012,On the Other Side of the Tracks,"$25,109,572","$9,572",<0.1%,"$25,100,000",100%
2012,Herutâ sukerutâ,"$25,066,699",-,-,"$25,066,699",100%
2012,The Last Tycoon,"$25,009,914",-,-,"$25,009,914",100%
2012,Housefull 2,"$24,922,847","$1,791,780",7.2%,"$23,131,067",92.8%
2012,Big Miracle,"$24,719,215","$20,157,300",81.5%,"$4,561,915",18.5%
2012,Sparkle,"$24,637,800","$24,397,469",99%,"$240,331",1%
2012,The Players,"$24,629,152","$10,854",<0.1%,"$24,618,298",100%
2012,Liar Game: Reborn,"$24,549,726",-,-,"$24,549,726",100%
2012,I Want You,"$23,961,214",-,-,"$23,961,214",100%
2012,Türkisch für Anfänger,"$23,952,712",-,-,"$23,952,712",100%
2012,Wanderlust,"$23,812,816","$17,450,535",73.3%,"$6,362,281",26.7%
2012,"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681",-,-,"$23,785,681",100%
2012,To the Arctic 3D,"$23,695,388","$14,560,838",61.5%,"$9,134,550",38.5%
2012,Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341",-,-,"$22,975,341",100%
2012,Kon-Tiki,"$22,842,887","$1,517,410",6.6%,"$21,325,477",93.4%
2012,Fall in Love Like a Star,"$22,640,355",-,-,"$22,640,355",100%
2012,Upside Down,"$22,187,813","$105,095",0.5%,"$22,082,718",99.5%
2012,Unbowed,"$22,132,903",-,-,"$22,132,903",100%
2012,Confession of Murder,"$21,701,525",-,-,"$21,701,525",100%
2012,StreetDance 2 2012 Re-release,"$21,638,853",-,-,"$21,638,853",100%
2012,2012 2012 Re-release,"$21,538,353",-,-,"$21,538,353",100%
2012,Beasts of the Southern Wild,"$21,107,746","$12,795,746",60.6%,"$8,312,000",39.4%
2010,Toy Story 3,"$1,066,969,703","$415,004,880",38.9%,"$651,964,823",61.1%
2010,Alice in Wonderland,"$1,025,467,110","$334,191,110",32.6%,"$691,276,000",67.4%
2010,Harry Potter and the Deathly Hallows: Part 1,"$976,536,918","$295,983,305",30.3%,"$680,553,613",69.7%
2010,Inception,"$826,137,188","$292,576,195",35.4%,"$533,560,993",64.6%
2010,Shrek Forever After,"$752,600,867","$238,736,787",31.7%,"$513,864,080",68.3%
2010,The Twilight Saga: Eclipse,"$698,491,347","$300,531,751",43%,"$397,959,596",57%
2010,Iron Man 2,"$623,933,331","$312,433,331",50.1%,"$311,500,000",49.9%
2010,Tangled,"$592,461,732","$200,821,936",33.9%,"$391,639,796",66.1%
2010,Despicable Me,"$543,113,985","$251,513,985",46.3%,"$291,600,000",53.7%
2010,How to Train Your Dragon,"$494,878,759","$217,581,231",44%,"$277,297,528",56%
2010,Clash of the Titans,"$493,214,993","$163,214,888",33.1%,"$330,000,105",66.9%
2010,The King's Speech,"$423,999,102","$135,453,143",31.9%,"$288,545,959",68.1%
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$415,686,217","$104,386,950",25.1%,"$311,299,267",74.9%
2010,TRON: Legacy,"$400,062,763","$172,062,763",43%,"$228,000,000",57%
2010,The Karate Kid,"$359,126,022","$176,591,618",49.2%,"$182,534,404",50.8%
2010,Black Swan,"$329,398,046","$106,954,678",32.5%,"$222,443,368",67.5%
2010,Megamind,"$321,885,765","$148,415,853",46.1%,"$173,469,912",53.9%
2010,Robin Hood,"$321,669,741","$105,269,730",32.7%,"$216,400,011",67.3%
2010,The Last Airbender,"$319,713,881","$131,772,187",41.2%,"$187,941,694",58.8%
2010,Little Fockers,"$310,650,585","$148,438,600",47.8%,"$162,211,985",52.2%
2010,Resident Evil: Afterlife,"$300,228,084","$60,128,566",20%,"$240,099,518",80%
2010,Shutter Island,"$294,804,195","$128,012,934",43.4%,"$166,791,261",56.6%
2010,Salt,"$293,503,354","$118,311,368",40.3%,"$175,191,986",59.7%
2010,Sex and the City 2,"$290,745,055","$95,347,692",32.8%,"$195,397,363",67.2%
2010,The Tourist,"$278,780,441","$67,631,157",24.3%,"$211,149,284",75.7%
2010,The Expendables,"$274,470,394","$103,068,524",37.6%,"$171,401,870",62.4%
2010,Grown Ups,"$271,430,189","$162,001,186",59.7%,"$109,429,003",40.3%
2010,Knight and Day 2010 Re-release,"$261,930,436","$76,423,035",29.2%,"$185,507,401",70.8%
2010,True Grit,"$252,276,927","$171,243,005",67.9%,"$81,033,922",32.1%
2010,Gulliver's Travels,"$237,382,724","$42,779,261",18%,"$194,603,463",82%
2010,Percy Jackson & the Olympians: The Lightning Thief,"$226,497,209","$88,768,303",39.2%,"$137,728,906",60.8%
2010,The Social Network,"$224,920,315","$96,962,694",43.1%,"$127,957,621",56.9%
2010,Valentine's Day,"$216,485,654","$110,485,654",51%,"$106,000,000",49%
2010,The Sorcerer's Apprentice,"$215,283,742","$63,150,991",29.3%,"$152,132,751",70.7%
2010,Due Date,"$211,780,824","$100,539,043",47.5%,"$111,241,781",52.5%
2010,Eat Pray Love,"$204,594,016","$80,574,010",39.4%,"$124,020,006",60.6%
2010,Yogi Bear,"$203,509,374","$100,246,011",49.3%,"$103,263,363",50.7%
2010,RED,"$199,006,387","$90,380,162",45.4%,"$108,626,225",54.6%
2010,Paranormal Activity 2,"$177,512,032","$84,752,907",47.7%,"$92,759,125",52.3%
2010,The A-Team,"$177,238,796","$77,222,099",43.6%,"$100,016,697",56.4%
2010,Jackass 3D,"$171,685,792","$117,229,692",68.3%,"$54,456,100",31.7%
2010,The Other Guys,"$170,458,922","$119,219,978",69.9%,"$51,238,944",30.1%
2010,Unstoppable,"$167,805,466","$81,562,942",48.6%,"$86,242,524",51.4%
2010,Step Up,"$159,291,809","$42,400,223",26.6%,"$116,891,586",73.4%
2010,The Book of Eli,"$157,107,755","$94,835,059",60.4%,"$62,272,696",39.6%
2010,The Town,"$154,026,136","$92,186,262",59.9%,"$61,839,874",40.1%
2010,Date Night,"$152,263,880","$98,711,404",64.8%,"$53,552,476",35.2%
2010,The Secret World of Arrietty,"$148,800,274","$19,202,743",12.9%,"$129,597,531",87.1%
2010,Legend of the Guardians: The Owls of Ga'Hoole,"$140,073,390","$55,675,313",39.7%,"$84,398,077",60.3%
2010,The Wolfman,"$139,789,765","$61,979,680",44.3%,"$77,810,085",55.7%
2010,The Bounty Hunter,"$136,333,522","$67,061,228",49.2%,"$69,272,294",50.8%
2010,Saw: The Final Chapter,"$136,150,434","$45,710,178",33.6%,"$90,440,256",66.4%
2010,Wall Street: Money Never Sleeps,"$134,748,021","$52,474,616",38.9%,"$82,273,405",61.1%
2010,The Adjustment Bureau,"$127,869,379","$62,495,645",48.9%,"$65,373,734",51.1%
2010,Predators,"$127,233,108","$52,000,688",40.9%,"$75,232,420",59.1%
2010,A Nightmare on Elm Street,"$115,694,863","$63,075,011",54.5%,"$52,619,852",45.5%
2010,Dear John,"$114,984,666","$80,014,842",69.6%,"$34,969,824",30.4%
2010,Cats & Dogs: The Revenge of Kitty Galore,"$112,483,764","$43,585,753",38.7%,"$68,898,011",61.3%
2010,Tooth Fairy,"$112,462,508","$60,022,256",53.4%,"$52,440,252",46.6%
2010,Sanctum,"$108,609,310","$23,209,310",21.4%,"$85,400,000",78.6%
2010,Harmony,"$107,056,263",-,-,"$107,056,263",100%
2010,Hereafter,"$106,956,330","$32,746,941",30.6%,"$74,209,389",69.4%
2010,Life as We Know It,"$105,734,416","$53,374,681",50.5%,"$52,359,735",49.5%
2010,Let the Bullets Fly,"$104,723,314","$63,012",<0.1%,"$104,660,302",99.9%
2010,Love & Other Drugs,"$102,820,008","$32,367,005",31.5%,"$70,453,003",68.5%
2010,Aftershock,"$100,293,273","$62,962",<0.1%,"$100,230,311",99.9%
2010,Umizaru 3: The Last Message,"$98,663,381",-,-,"$98,663,381",100%
2010,Killers,"$98,159,963","$47,059,963",47.9%,"$51,100,000",52.1%
2010,Kick-Ass,"$96,188,903","$48,071,303",50%,"$48,117,600",50%
2010,Nanny McPhee Returns,"$93,251,121","$29,011,215",31.1%,"$64,239,906",68.9%
2010,Get Him to the Greek,"$91,720,255","$60,974,475",66.5%,"$30,745,780",33.5%
2010,Burlesque,"$89,519,773","$39,440,655",44.1%,"$50,079,118",55.9%
2010,The Last Song,"$89,137,047","$62,950,384",70.6%,"$26,186,663",29.4%
2010,Dinner for Schmucks,"$86,855,739","$73,026,337",84.1%,"$13,829,402",15.9%
2010,Bayside Shakedown 3: Set the Guys Loose,"$85,347,374",-,-,"$85,347,374",100%
2010,Marmaduke,"$83,761,844","$33,644,788",40.2%,"$50,117,056",59.8%
2010,Piranha 3D,"$83,188,165","$25,003,155",30.1%,"$58,185,010",69.9%
2010,Oceans,"$83,090,556","$19,422,319",23.4%,"$63,668,237",76.6%
2010,Blades of Blood 2010 Re-release,"$82,177,196",-,-,"$82,177,196",100%
2010,Edge of Darkness,"$81,126,522","$43,313,890",53.4%,"$37,812,632",46.6%
2010,Vampires Suck,"$80,547,866","$36,661,504",45.5%,"$43,886,362",54.5%
2010,Letters to Juliet,"$79,293,444","$53,032,453",66.9%,"$26,260,991",33.1%
2010,The Back-up Plan,"$77,477,008","$37,490,007",48.4%,"$39,987,001",51.6%
2010,Diary of a Wimpy Kid,"$76,196,538","$64,003,625",84%,"$12,192,913",16%
2010,If You Are the One 2,"$76,085,443","$426,894",0.6%,"$75,658,549",99.4%
2010,Easy A,"$75,026,216","$58,401,464",77.8%,"$16,624,752",22.2%
2010,Hubble,"$74,249,729","$52,522,904",70.7%,"$21,726,825",29.3%
2010,Pokémon: Zoroark: Master of Illusions,"$71,143,529",-,-,"$71,143,529",100%
2010,A Turtle's Tale: Sammy's Adventures,"$70,627,617",-,-,"$70,627,617",100%
2010,The Last Exorcism,"$69,432,527","$41,034,350",59.1%,"$28,398,177",40.9%
2010,Takers,"$69,055,695","$57,744,720",83.6%,"$11,310,975",16.4%
2010,Bestseller,"$68,813,389",-,-,"$68,813,389",100%
2010,Legion,"$67,918,658","$40,168,080",59.1%,"$27,750,578",40.9%
2010,The American,"$67,876,281","$35,606,376",52.5%,"$32,269,905",47.5%
2010,The Next Three Days,"$67,448,651","$21,148,651",31.4%,"$46,300,000",68.6%
2010,Skyline,"$66,984,887","$21,393,620",31.9%,"$45,591,267",68.1%
2010,Hot Tub Time Machine,"$64,735,752","$50,287,556",77.7%,"$14,448,196",22.3%
2010,Elite Squad 2: The Enemy Within,"$63,618,850","$100,119",0.2%,"$63,518,731",99.8%
2010,Devil,"$62,695,489","$33,601,190",53.6%,"$29,094,299",46.4%
2010,127 Hours,"$60,738,797","$18,335,230",30.2%,"$42,403,567",69.8%
2010,Why Did I Get Married Too?,"$60,673,972","$60,095,852",99%,"$578,120",1%
2010,The Ghost Writer,"$60,331,447","$15,541,549",25.8%,"$44,789,898",74.2%
2010,Secretariat,"$60,321,861","$59,713,955",99%,"$607,906",1%
2010,Morning Glory,"$60,040,976","$31,011,732",51.7%,"$29,029,244",48.3%
2010,Remember Me,"$56,032,889","$19,068,240",34%,"$36,964,649",66%
2010,Cop Out,"$55,611,001","$44,875,481",80.7%,"$10,735,520",19.3%
2010,Veda - Atatürk,"$55,024,621",-,-,"$55,024,621",100%
2010,The Crazies,"$54,806,823","$39,123,589",71.4%,"$15,683,234",28.6%
2010,Little White Lies,"$53,319,615","$206,088",0.4%,"$53,113,527",99.6%
2010,From Paris with Love,"$52,830,951","$24,077,427",45.6%,"$28,753,524",54.4%
2010,Detective Dee: The Mystery of the Phantom Flame,"$51,899,269","$459,836",0.9%,"$51,439,433",99.1%
2010,Conference of Animals,"$51,883,642",-,-,"$51,883,642",100%
2010,Daybreakers,"$51,416,464","$30,101,577",58.5%,"$21,314,887",41.5%
2010,Alpha and Omega,"$50,507,267","$25,107,267",49.7%,"$25,400,000",50.3%
2010,The Switch,"$49,830,607","$27,779,426",55.7%,"$22,051,181",44.3%
2010,Space Battleship Yamato,"$49,827,298",-,-,"$49,827,298",100%
2010,She's Out of My League,"$49,779,728","$32,010,860",64.3%,"$17,768,868",35.7%
2010,Death at a Funeral,"$49,050,886","$42,739,347",87.1%,"$6,311,539",12.9%
2010,How Do You Know,"$48,668,907","$30,212,620",62.1%,"$18,456,287",37.9%
2010,Charlie St. Cloud,"$48,190,704","$31,162,545",64.7%,"$17,028,159",35.3%
2010,Heartbreaker,"$48,023,509","$504,030",1%,"$47,519,479",99%
2010,Scott Pilgrim vs. the World,"$47,664,559","$31,524,275",66.1%,"$16,140,284",33.9%
2010,StreetDance 2,"$46,960,833",-,-,"$46,960,833",100%
2010,Welcome to the South,"$45,896,492",-,-,"$45,896,492",100%
2010,Machete,"$45,491,656","$26,593,646",58.5%,"$18,898,010",41.5%
2010,Confessions,"$45,203,103",-,-,"$45,203,103",100%
2010,Avatar 2010 Special Edition,"$44,838,548","$10,741,486",24%,"$34,097,062",76%
2010,The Man from Nowhere,"$44,723,232","$528,175",1.2%,"$44,195,057",98.8%
2010,Of Gods and Men,"$43,803,417","$3,951,596",9%,"$39,851,821",91%
2010,Boy,"$43,551,154","$256,211",0.6%,"$43,294,943",99.4%
2010,When in Rome,"$43,053,376","$32,680,633",75.9%,"$10,372,743",24.1%
2010,My Name Is Khan,"$42,345,360","$4,018,771",9.5%,"$38,326,589",90.5%
2010,Going the Distance,"$42,059,111","$17,804,299",42.3%,"$24,254,812",57.7%
2010,Nodame Cantabile: The Movie II 2010 Re-release,"$41,054,604",-,-,"$41,054,604",100%
2010,SP: The Motion Picture I,"$39,674,739",-,-,"$39,674,739",100%
2010,Kokkuri-san: Gekijô-ban,"$37,982,240",-,-,"$37,982,240",100%
2010,For Colored Girls,"$37,981,984","$37,729,698",99.3%,"$252,286",0.7%
2010,Detective Conan: The Lost Ship in the Sky,"$36,407,407",-,-,"$36,407,407",100%
2010,Secret Reunion,"$36,298,578",-,-,"$36,298,578",100%
2010,Furry Vengeance,"$36,288,132","$17,630,465",48.6%,"$18,657,667",51.4%
2010,You Will Meet a Tall Dark Stranger,"$35,867,322","$3,248,246",9.1%,"$32,619,076",90.9%
2010,Faster,"$35,626,958","$23,240,020",65.2%,"$12,386,938",34.8%
2010,The Kids Are All Right,"$34,705,850","$20,811,365",60%,"$13,894,485",40%
2010,Doraemon The Movie: Nobita's Great Battle of the Mermaid King,"$34,702,573",-,-,"$34,702,573",100%
2010,The Extraordinary Adventures of Adèle Blanc-Sec,"$34,604,339",-,-,"$34,604,339",100%
2010,Camping 2,"$33,857,735",-,-,"$33,857,735",100%
2010,Arthur 3: The War of the Two Worlds,"$33,519,334",-,-,"$33,519,334",100%
2010,Dogwood Tree,"$33,016,351",-,-,"$33,016,351",100%
2010,Leap Year,"$32,686,500","$25,918,920",79.3%,"$6,767,580",20.7%
2010,Potiche,"$32,309,881","$1,618,844",5%,"$30,691,037",95%
2010,You Again,"$32,054,369","$25,702,053",80.2%,"$6,352,316",19.8%
2010,Rajneeti,"$29,459,596","$1,514,558",5.1%,"$27,945,038",94.9%
2010,The Losers,"$29,397,654","$23,591,432",80.2%,"$5,806,222",19.8%
2010,The Santa Claus Gang,"$29,181,330",-,-,"$29,181,330",100%
2010,Sacrifice,"$29,093,560","$29,792",0.1%,"$29,063,768",99.9%
2010,The Lady Shogun and Her Men,"$27,769,952",-,-,"$27,769,952",100%
2010,Legend of the Fist: The Return of Chen Zhen,"$27,390,678","$50,433",0.2%,"$27,340,245",99.8%
2010,Ramona and Beezus,"$27,293,743","$26,167,002",95.9%,"$1,126,741",4.1%
2010,Splice 2010 Re-release,"$27,127,620","$17,010,170",62.7%,"$10,117,450",37.3%
2010,Let Me In,"$27,093,592","$12,134,935",44.8%,"$14,958,657",55.2%
2010,Fair Game,"$25,798,915","$9,540,691",37%,"$16,258,224",63%
2010,The Roundup,"$25,623,521",-,-,"$25,623,521",100%
2010,Christmas in South Africa,"$25,362,517",-,-,"$25,362,517",100%
2010,Biutiful,"$25,147,786","$5,101,237",20.3%,"$20,046,549",79.7%
2010,Six Degrees of Celebration,"$25,030,264",-,-,"$25,030,264",100%
2010,Elle s'appelait Sarah,"$24,792,815","$7,693,187",31%,"$17,099,628",69%
2010,Lottery Ticket,"$24,719,879","$24,719,879",100%,-,-
2010,Liar Game: The Final Stage,"$24,658,706",-,-,"$24,658,706",100%
2010,The Way Back,"$24,172,201","$2,701,859",11.2%,"$21,470,342",88.8%
2010,Nasha Russia. Yaytsa sudby,"$24,022,125",-,-,"$24,022,125",100%
2010,Da Xiao Jiang Hu,"$23,705,022",-,-,"$23,705,022",100%
2010,Act of Vengeance,"$23,423,390",-,-,"$23,423,390",100%
2010,Under the Hawthorn Tree,"$23,004,431",-,-,"$23,004,431",100%
2010,Recep Ivedik 3,"$22,588,876",-,-,"$22,588,876",100%
2010,Villain,"$22,414,467",-,-,"$22,414,467",100%
2010,A Thousand Words,"$22,044,277","$18,450,127",83.7%,"$3,594,150",16.3%
2010,"Me, Them and Lara","$22,039,646",-,-,"$22,039,646",100%
2010,Moss,"$21,925,534",-,-,"$21,925,534",100%
2010,22 Bullets,"$21,695,883",-,-,"$21,695,883",100%
2010,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,"$21,645,379",-,-,"$21,645,379",100%
2010,Just Wright,"$21,584,424","$21,540,363",99.8%,"$44,061",0.2%
2010,My Soul to Take,"$21,500,813","$14,744,435",68.6%,"$6,756,378",31.4%
2010,Our Family Wedding,"$21,409,028","$20,255,281",94.6%,"$1,153,747",5.4%
2010,Astral City: A Spiritual Journey,"$21,218,935",-,-,"$21,218,935",100%
2010,71: Into the Fire,"$20,967,660","$176,638",0.8%,"$20,791,022",99.2%
2010,Country Strong,"$20,529,194","$20,218,921",98.5%,"$310,273",1.5%
2010,Beck,"$20,219,060",-,-,"$20,219,060",100%
2010,How Not to Rescue a Princess,"$20,157,447",-,-,"$20,157,447",100%
